1,79,21
2,65,35
3,60,40
4,56,44
5,59,41
6,66,34
7,65,35
8,60,40
9,55,45
10,56,44
11,55,45
12,51,49
13,46,54
14,49,51
15,49,51
16,59,41
17,54,46
18,55,45
19,52,48
20,56,44
21,57,43
22,56,44
23,47,53
24,54,46
25,48,52
26,54,46
27,48,52
28,51,49
29,50,50
30,56,44
31,55,45
32,57,43
33,57,43
34,66,34
35,59,41
36,55,45
37,53,47
38,50,50
39,64,36
40,58,42
41,49,51
42,65,35
43,64,36
44,54,46
45,54,46
46,58,42
47,52,48
48,54,46
49,51,49
50,61,39
51,61,39
52,67,33
53,55,45
54,52,48
55,45,55
56,55,45
57,56,44
58,58,42
59,60,40
60,55,45
61,53,47
62,62,38
63,66,34
64,64,36
65,61,39
66,50,50
67,49,51
68,60,40
69,57,43
70,56,44
71,62,38
72,60,40
73,57,43
74,55,45
75,56,44
76,56,44
77,55,45
78,57,43
79,61,39
80,65,35
81,56,44
82,55,45
83,55,45
84,55,45
85,53,47
86,54,46
87,49,51
88,52,48
89,60,40
90,61,39
91,56,44
92,52,48
93,56,44
94,58,42
95,65,35
96,59,41
97,64,36
98,70,30
99,73,27
100,62,38
101,59,41
102,62,38
103,59,41
104,63,37
105,57,43
106,59,41
107,54,46
108,56,44
109,51,49
110,61,39
111,58,42
112,56,44
113,50,50
114,54,46
115,55,45
116,59,41
117,55,45
118,60,40
119,57,43
120,63,37
121,58,42
122,52,48
123,54,46
124,56,44
125,50,50
126,52,48
127,56,44
128,55,45
129,49,51
130,53,47
131,49,51
132,59,41
133,56,44
134,55,45
135,63,37
136,60,40
137,61,39
138,58,42
139,57,43
140,57,43
141,57,43
142,59,41
143,51,49
144,56,44
145,58,42
146,61,39
147,61,39
148,62,38
149,58,42
150,56,44
151,55,45
152,62,38
153,60,40
154,63,37
155,57,43
156,60,40
157,67,33
158,71,29
159,62,38
160,61,39
161,52,48
162,53,47
163,52,48
164,57,43
165,52,48
166,52,48
167,52,48
168,56,44
169,54,46
170,52,48
171,56,44
172,61,39
173,59,41
174,55,45
175,61,39
176,62,38
177,59,41
178,57,43
179,62,38
180,54,46
181,51,49
182,62,38
183,62,38
184,57,43
185,55,45
186,60,40
187,55,45
188,58,42
189,56,44
190,57,43
191,51,49
192,52,48
193,55,45
194,57,43
195,56,44
196,58,42
197,60,40
198,65,35
199,61,39
200,64,36
201,60,40
202,58,42
203,58,42
204,65,35
205,68,32
206,54,46
207,54,46
208,57,43
209,46,54
210,58,42
211,47,53
212,54,46
213,53,47
214,55,45
215,63,37
216,62,38
217,56,44
218,54,46
219,56,44
220,52,48
221,54,46
222,60,40
223,61,39
224,61,39
225,54,46
226,51,49
227,52,48
228,59,41
229,54,46
230,49,51
231,55,45
232,63,37
233,56,44
234,58,42
235,50,50
236,54,46
237,60,40
238,60,40
239,57,43
240,57,43
241,58,42
242,56,44
243,64,36
244,62,38
245,60,40
246,56,44
247,59,41
248,56,44
249,66,34
250,58,42
251,54,46
252,60,40
253,60,40
254,58,42
255,65,35
256,55,45
257,52,48
258,51,49
259,59,41
260,59,41
261,58,42
262,51,49
263,56,44
264,57,43
265,58,42
266,58,42
267,54,46
268,54,46
269,55,45
270,61,39
271,62,38
272,57,43
273,54,46
274,49,51
275,56,44
276,50,50
277,52,48
278,54,46
279,51,49
280,54,46
281,53,47
282,62,38
283,71,29
284,69,31
285,59,41
286,58,42
287,62,38
288,50,50
289,49,51
290,50,50
291,40,60
292,46,54
293,50,50
294,52,48
295,59,41
296,61,39
297,62,38
298,62,38
299,60,40
300,59,41
301,62,38
302,60,40
303,60,40
304,59,41
305,57,43
306,53,47
307,53,47
308,54,46
309,59,41
310,58,42
311,65,35
312,66,34
313,64,36
314,57,43
315,62,38
316,70,30
317,71,29
318,63,37
319,60,40
320,57,43
321,61,39
322,51,49
323,54,46
324,50,50
325,54,46
326,55,45
327,59,41
328,53,47
329,57,43
330,62,38
331,66,34
332,62,38
333,57,43
334,59,41
335,58,42
336,60,40
337,56,44
338,69,31
339,58,42
340,54,46
341,56,44
342,50,50
343,52,48
344,59,41
345,57,43
346,55,45
347,61,39
348,62,38
349,61,39
350,50,50
351,58,42
352,57,43
353,57,43
354,54,46
355,60,40
356,58,42
357,63,37
358,65,35
359,58,42
360,55,45
361,53,47
362,60,40
363,58,42
364,57,43
365,54,46
366,63,37
367,64,36
368,54,46
369,52,48
370,52,48
371,57,43
372,60,40
373,52,48
374,56,44
375,64,36
376,58,42
377,55,45
378,59,41
379,57,43
380,62,38
381,66,34
382,62,38
383,59,41
384,64,36
385,69,31
386,65,35
387,62,38
388,57,43
389,50,50
390,44,56
391,52,48
392,53,47
393,57,43
394,60,40
395,55,45
396,58,42
397,53,47
398,55,45
399,60,40
400,59,41
401,56,44
402,55,45
403,56,44
404,58,42
405,55,45
406,49,51
407,52,48
408,56,44
409,54,46
410,46,54
411,53,47
412,54,46
413,58,42
414,55,45
415,46,54
416,45,55
417,46,54
418,50,50
419,50,50
420,58,42
421,64,36
422,70,30
423,68,32
424,65,35
425,64,36
426,60,40
427,47,53
428,55,45
429,62,38
430,63,37
431,63,37
432,52,48
433,57,43
434,56,44
435,59,41
436,51,49
437,61,39
438,64,36
439,55,45
440,57,43
441,59,41
442,55,45
443,59,41
444,67,33
445,65,35
446,65,35
447,62,38
448,55,45
449,53,47
450,60,40
451,58,42
452,59,41
453,62,38
454,58,42
455,62,38
456,62,38
457,60,40
458,58,42
459,51,49
460,55,45
461,53,47
462,56,44
463,62,38
464,57,43
465,58,42
466,62,38
467,56,44
468,55,45
469,60,40
470,51,49
471,57,43
472,60,40
473,61,39
474,57,43
475,62,38
476,59,41
477,62,38
478,61,39
479,62,38
480,64,36
481,60,40
482,61,39
483,59,41
484,63,37
485,63,37
486,68,32
487,62,38
488,63,37
489,64,36
490,66,34
491,60,40
492,54,46
493,53,47
494,54,46
495,53,47
496,55,45
497,54,46
498,55,45
499,62,38
500,65,35
