1,72,28
2,59,41
3,50,50
4,44,56
5,45,55
6,42,58
7,42,58
8,32,68
9,33,67
10,34,66
11,34,66
12,36,64
13,40,60
14,41,59
15,41,59
16,34,66
17,35,65
18,33,67
19,40,60
20,36,64
21,38,62
22,38,62
23,35,65
24,38,62
25,38,62
26,39,61
27,40,60
28,42,58
29,44,56
30,44,56
31,41,59
32,43,57
33,45,55
34,38,62
35,39,61
36,33,67
37,39,61
38,42,58
39,39,61
40,37,63
41,33,67
42,35,65
43,35,65
44,34,66
45,34,66
46,37,63
47,35,65
48,37,63
49,41,59
50,38,62
51,34,66
52,37,63
53,39,61
54,42,58
55,40,60
56,40,60
57,38,62
58,40,60
59,39,61
60,43,57
61,43,57
62,38,62
63,44,56
64,41,59
65,41,59
66,43,57
67,38,62
68,40,60
69,34,66
70,34,66
71,32,68
72,35,65
73,35,65
74,36,64
75,37,63
76,32,68
77,37,63
78,46,54
79,42,58
80,45,55
81,43,57
82,43,57
83,39,61
84,39,61
85,36,64
86,40,60
87,40,60
88,42,58
89,43,57
90,42,58
91,48,52
92,44,56
93,39,61
94,40,60
95,42,58
96,38,62
97,34,66
98,40,60
99,32,68
100,33,67
101,41,59
102,41,59
103,37,63
104,36,64
105,30,70
106,39,61
107,41,59
108,48,52
109,43,57
110,38,62
111,33,67
112,34,66
113,35,65
114,33,67
115,36,64
116,41,59
117,39,61
118,39,61
119,35,65
120,34,66
121,37,63
122,35,65
123,45,55
124,41,59
125,44,56
126,34,66
127,39,61
128,38,62
129,37,63
130,34,66
131,41,59
132,42,58
133,46,54
134,41,59
135,42,58
136,38,62
137,37,63
138,32,68
139,38,62
140,40,60
141,38,62
142,32,68
143,35,65
144,41,59
145,39,61
146,41,59
147,47,53
148,35,65
149,38,62
150,37,63
151,40,60
152,41,59
153,39,61
154,46,54
155,39,61
156,35,65
157,32,68
158,35,65
159,34,66
160,34,66
161,37,63
162,39,61
163,38,62
164,37,63
165,34,66
166,37,63
167,35,65
168,38,62
169,41,59
170,38,62
171,38,62
172,33,67
173,34,66
174,31,69
175,39,61
176,37,63
177,35,65
178,35,65
179,30,70
180,32,68
181,33,67
182,38,62
183,38,62
184,39,61
185,42,58
186,42,58
187,41,59
188,40,60
189,32,68
190,35,65
191,34,66
192,37,63
193,39,61
194,44,56
195,43,57
196,46,54
197,42,58
198,41,59
199,47,53
200,49,51
201,44,56
202,37,63
203,39,61
204,35,65
205,35,65
206,39,61
207,43,57
208,43,57
209,37,63
210,37,63
211,35,65
212,33,67
213,42,58
214,42,58
215,44,56
216,43,57
217,45,55
218,38,62
219,40,60
220,34,66
221,31,69
222,35,65
223,37,63
224,45,55
225,41,59
226,44,56
227,46,54
228,41,59
229,41,59
230,40,60
231,43,57
232,38,62
233,30,70
234,34,66
235,35,65
236,36,64
237,39,61
238,41,59
239,42,58
240,35,65
241,36,64
242,32,68
243,31,69
244,40,60
245,33,67
246,34,66
247,32,68
248,39,61
249,41,59
250,43,57
251,32,68
252,31,69
253,33,67
254,35,65
255,39,61
256,44,56
257,40,60
258,38,62
259,36,64
260,34,66
261,41,59
262,38,62
263,41,59
264,35,65
265,35,65
266,37,63
267,38,62
268,39,61
269,39,61
270,46,54
271,45,55
272,35,65
273,36,64
274,39,61
275,39,61
276,40,60
277,40,60
278,37,63
279,37,63
280,38,62
281,40,60
282,36,64
283,41,59
284,41,59
285,34,66
286,37,63
287,34,66
288,41,59
289,37,63
290,38,62
291,40,60
292,46,54
293,44,56
294,40,60
295,42,58
296,44,56
297,40,60
298,38,62
299,38,62
300,43,57
301,38,62
302,41,59
303,45,55
304,45,55
305,38,62
306,40,60
307,40,60
308,45,55
309,41,59
310,38,62
311,39,61
312,37,63
313,42,58
314,44,56
315,41,59
316,40,60
317,36,64
318,34,66
319,43,57
320,38,62
321,31,69
322,34,66
323,40,60
324,41,59
325,39,61
326,38,62
327,39,61
328,45,55
329,45,55
330,42,58
331,39,61
332,45,55
333,41,59
334,48,52
335,42,58
336,41,59
337,42,58
338,37,63
339,40,60
340,39,61
341,41,59
342,40,60
343,38,62
344,37,63
345,34,66
346,31,69
347,35,65
348,39,61
349,36,64
350,37,63
351,40,60
352,36,64
353,45,55
354,41,59
355,38,62
356,43,57
357,39,61
358,44,56
359,45,55
360,39,61
361,41,59
362,39,61
363,45,55
364,43,57
365,37,63
366,31,69
367,32,68
368,36,64
369,31,69
370,32,68
371,30,70
372,32,68
373,32,68
374,33,67
375,36,64
376,33,67
377,32,68
378,43,57
379,39,61
380,39,61
381,35,65
382,34,66
383,40,60
384,31,69
385,40,60
386,40,60
387,43,57
388,39,61
389,37,63
390,38,62
391,41,59
392,39,61
393,36,64
394,43,57
395,42,58
396,36,64
397,35,65
398,38,62
399,33,67
400,33,67
401,38,62
402,41,59
403,45,55
404,42,58
405,37,63
406,35,65
407,30,70
408,31,69
409,28,72
410,31,69
411,32,68
412,35,65
413,35,65
414,42,58
415,37,63
416,39,61
417,39,61
418,35,65
419,40,60
420,42,58
421,41,59
422,39,61
423,34,66
424,34,66
425,27,73
426,28,72
427,26,74
428,32,68
429,35,65
430,34,66
431,41,59
432,41,59
433,42,58
434,40,60
435,43,57
436,44,56
437,40,60
438,40,60
439,37,63
440,37,63
441,35,65
442,39,61
443,35,65
444,38,62
445,36,64
446,36,64
447,32,68
448,32,68
449,41,59
450,45,55
451,44,56
452,46,54
453,41,59
454,46,54
455,40,60
456,42,58
457,46,54
458,45,55
459,44,56
460,42,58
461,40,60
462,40,60
463,39,61
464,40,60
465,42,58
466,40,60
467,41,59
468,45,55
469,47,53
470,43,57
471,48,52
472,47,53
473,45,55
474,46,54
475,43,57
476,36,64
477,36,64
478,39,61
479,32,68
480,24,76
481,29,71
482,29,71
483,43,57
484,43,57
485,45,55
486,47,53
487,35,65
488,35,65
489,33,67
490,34,66
491,33,67
492,39,61
493,41,59
494,43,57
495,41,59
496,40,60
497,38,62
498,40,60
499,36,64
500,37,63
