1,72,28
2,62,38
3,50,50
4,47,53
5,39,61
6,42,58
7,44,56
8,41,59
9,43,57
10,39,61
11,44,56
12,44,56
13,46,54
14,42,58
15,46,54
16,56,44
17,55,45
18,44,56
19,42,58
20,45,55
21,51,49
22,45,55
23,41,59
24,51,49
25,48,52
26,41,59
27,51,49
28,51,49
29,47,53
30,41,59
31,46,54
32,47,53
33,39,61
34,36,64
35,38,62
36,38,62
37,39,61
38,43,57
39,46,54
40,45,55
41,49,51
42,48,52
43,44,56
44,49,51
45,47,53
46,53,47
47,51,49
48,45,55
49,43,57
50,46,54
51,43,57
52,50,50
53,38,62
54,44,56
55,43,57
56,44,56
57,44,56
58,46,54
59,50,50
60,52,48
61,52,48
62,49,51
63,48,52
64,51,49
65,49,51
66,48,52
67,44,56
68,46,54
69,44,56
70,47,53
71,46,54
72,41,59
73,42,58
74,48,52
75,44,56
76,48,52
77,46,54
78,44,56
79,44,56
80,45,55
81,45,55
82,43,57
83,51,49
84,46,54
85,46,54
86,48,52
87,45,55
88,41,59
89,46,54
90,45,55
91,50,50
92,47,53
93,50,50
94,42,58
95,44,56
96,43,57
97,44,56
98,39,61
99,39,61
100,41,59
101,47,53
102,49,51
103,43,57
104,51,49
105,48,52
106,42,58
107,48,52
108,44,56
109,49,51
110,41,59
111,43,57
112,48,52
113,43,57
114,41,59
115,44,56
116,49,51
117,53,47
118,49,51
119,54,46
120,52,48
121,51,49
122,43,57
123,42,58
124,46,54
125,46,54
126,45,55
127,42,58
128,46,54
129,47,53
130,42,58
131,47,53
132,49,51
133,44,56
134,42,58
135,54,46
136,54,46
137,53,47
138,53,47
139,47,53
140,38,62
141,38,62
142,46,54
143,48,52
144,39,61
145,42,58
146,43,57
147,46,54
148,39,61
149,34,66
150,36,64
151,42,58
152,46,54
153,44,56
154,44,56
155,46,54
156,44,56
157,46,54
158,50,50
159,46,54
160,46,54
161,46,54
162,53,47
163,52,48
164,57,43
165,55,45
166,52,48
167,48,52
168,44,56
169,46,54
170,48,52
171,50,50
172,46,54
173,39,61
174,40,60
175,45,55
176,48,52
177,49,51
178,46,54
179,44,56
180,54,46
181,57,43
182,49,51
183,48,52
184,40,60
185,40,60
186,46,54
187,40,60
188,41,59
189,47,53
190,44,56
191,46,54
192,45,55
193,48,52
194,43,57
195,43,57
196,42,58
197,39,61
198,37,63
199,47,53
200,51,49
201,48,52
202,46,54
203,46,54
204,49,51
205,42,58
206,43,57
207,41,59
208,47,53
209,47,53
210,44,56
211,43,57
212,48,52
213,47,53
214,47,53
215,50,50
216,49,51
217,47,53
218,44,56
219,40,60
220,45,55
221,45,55
222,46,54
223,41,59
224,45,55
225,36,64
226,38,62
227,36,64
228,40,60
229,37,63
230,40,60
231,46,54
232,45,55
233,51,49
234,58,42
235,56,44
236,49,51
237,56,44
238,53,47
239,51,49
240,47,53
241,45,55
242,40,60
243,42,58
244,44,56
245,44,56
246,43,57
247,45,55
248,42,58
249,44,56
250,50,50
251,45,55
252,48,52
253,46,54
254,48,52
255,45,55
256,47,53
257,43,57
258,44,56
259,45,55
260,46,54
261,47,53
262,49,51
263,52,48
264,48,52
265,47,53
266,47,53
267,46,54
268,46,54
269,45,55
270,34,66
271,44,56
272,37,63
273,37,63
274,43,57
275,46,54
276,46,54
277,48,52
278,49,51
279,47,53
280,50,50
281,51,49
282,49,51
283,42,58
284,45,55
285,44,56
286,52,48
287,48,52
288,54,46
289,47,53
290,44,56
291,48,52
292,43,57
293,37,63
294,42,58
295,48,52
296,51,49
297,43,57
298,45,55
299,50,50
300,46,54
301,46,54
302,47,53
303,48,52
304,50,50
305,40,60
306,44,56
307,41,59
308,46,54
309,46,54
310,47,53
311,49,51
312,47,53
313,46,54
314,38,62
315,43,57
316,41,59
317,41,59
318,48,52
319,42,58
320,46,54
321,47,53
322,41,59
323,44,56
324,43,57
325,48,52
326,41,59
327,38,62
328,41,59
329,43,57
330,40,60
331,45,55
332,44,56
333,47,53
334,39,61
335,43,57
336,40,60
337,45,55
338,44,56
339,47,53
340,45,55
341,47,53
342,42,58
343,44,56
344,49,51
345,47,53
346,49,51
347,46,54
348,46,54
349,42,58
350,45,55
351,43,57
352,38,62
353,42,58
354,41,59
355,44,56
356,41,59
357,43,57
358,50,50
359,54,46
360,47,53
361,51,49
362,50,50
363,44,56
364,35,65
365,45,55
366,46,54
367,40,60
368,34,66
369,38,62
370,47,53
371,41,59
