1,70,30
2,74,26
3,73,27
4,78,22
5,67,33
6,74,26
7,77,23
8,75,25
9,73,27
10,71,29
11,77,23
12,71,29
13,81,19
14,71,29
15,75,25
16,73,27
17,75,25
18,66,34
19,76,24
20,70,30
21,73,27
22,78,22
23,77,23
24,66,34
25,76,24
26,77,23
27,72,28
28,74,26
29,70,30
30,78,22
31,71,29
32,77,23
33,68,32
34,66,34
35,77,23
36,79,21
37,78,22
38,77,23
39,75,25
40,79,21
41,76,24
42,76,24
43,78,22
44,74,26
45,76,24
46,77,23
47,70,30
48,79,21
49,76,24
50,79,21
51,80,20
52,71,29
53,72,28
54,73,27
55,77,23
56,75,25
57,78,22
58,78,22
59,75,25
60,74,26
61,77,23
62,72,28
63,77,23
64,73,27
65,70,30
66,77,23
67,79,21
68,72,28
69,72,28
70,75,25
71,80,20
72,72,28
73,69,31
74,76,24
75,69,31
76,74,26
77,77,23
78,74,26
79,80,20
80,78,22
81,69,31
82,75,25
83,76,24
84,69,31
85,72,28
86,69,31
87,81,19
88,78,22
89,74,26
90,75,25
91,73,27
92,77,23
93,76,24
94,74,26
95,71,29
96,76,24
97,73,27
98,71,29
99,75,25
100,71,29
101,76,24
102,72,28
103,72,28
104,71,29
105,74,26
106,74,26
107,71,29
108,77,23
109,77,23
110,73,27
111,77,23
112,70,30
113,81,19
114,67,33
115,81,19
116,73,27
117,75,25
118,76,24
119,72,28
120,71,29
121,77,23
122,71,29
123,76,24
124,76,24
125,79,21
126,75,25
127,76,24
128,68,32
129,74,26
130,71,29
131,73,27
132,73,27
133,79,21
134,72,28
135,75,25
136,80,20
137,74,26
138,79,21
139,68,32
140,73,27
141,73,27
142,79,21
143,79,21
144,76,24
145,76,24
146,81,19
147,76,24
148,81,19
149,78,22
150,77,23
151,76,24
152,80,20
153,76,24
154,80,20
155,66,34
156,74,26
157,75,25
158,69,31
159,78,22
160,76,24
161,73,27
162,72,28
163,74,26
164,83,17
165,73,27
166,76,24
167,76,24
168,68,32
169,76,24
170,75,25
171,72,28
172,76,24
173,79,21
174,71,29
175,74,26
176,77,23
177,73,27
178,74,26
179,74,26
180,74,26
181,74,26
182,73,27
183,79,21
184,76,24
185,67,33
186,75,25
187,73,27
188,78,22
189,73,27
190,69,31
191,77,23
192,67,33
193,77,23
194,82,18
195,84,16
196,77,23
197,78,22
198,80,20
199,75,25
200,72,28
201,80,20
202,70,30
203,77,23
204,76,24
205,71,29
206,79,21
207,74,26
208,77,23
209,78,22
210,78,22
211,74,26
212,75,25
213,77,23
214,72,28
215,77,23
216,76,24
217,80,20
218,75,25
219,79,21
220,76,24
221,74,26
222,77,23
223,68,32
224,81,19
225,69,31
226,76,24
227,73,27
228,74,26
229,74,26
230,76,24
231,69,31
232,76,24
233,72,28
234,78,22
235,71,29
236,77,23
237,74,26
238,73,27
239,68,32
240,79,21
241,74,26
242,73,27
243,72,28
244,73,27
245,75,25
246,72,28
247,79,21
248,84,16
249,75,25
250,70,30
251,74,26
252,73,27
253,76,24
254,72,28
255,74,26
256,73,27
257,77,23
258,78,22
259,80,20
260,76,24
261,71,29
262,79,21
263,78,22
264,75,25
265,75,25
266,76,24
267,70,30
268,78,22
269,68,32
270,71,29
271,69,31
272,74,26
273,78,22
274,76,24
275,76,24
276,77,23
277,69,31
278,70,30
279,76,24
280,78,22
281,70,30
282,76,24
283,75,25
284,77,23
285,75,25
286,73,27
287,79,21
288,78,22
289,79,21
290,78,22
291,77,23
292,75,25
293,76,24
294,72,28
295,77,23
296,78,22
297,77,23
298,72,28
299,72,28
300,74,26
301,66,34
302,75,25
303,74,26
304,77,23
305,69,31
306,79,21
307,76,24
308,76,24
309,80,20
310,73,27
311,72,28
312,77,23
313,72,28
314,75,25
315,75,25
316,75,25
317,75,25
318,81,19
319,76,24
320,76,24
321,75,25
322,76,24
323,76,24
324,83,17
325,69,31
326,76,24
327,75,25
328,76,24
329,73,27
330,80,20
331,71,29
332,75,25
333,73,27
334,76,24
335,75,25
336,73,27
337,78,22
338,73,27
339,75,25
340,75,25
341,78,22
342,77,23
343,77,23
344,77,23
345,77,23
346,71,29
347,73,27
348,77,23
349,69,31
350,77,23
351,78,22
352,81,19
353,80,20
354,70,30
355,77,23
356,75,25
357,82,18
358,76,24
359,74,26
360,72,28
361,79,21
362,70,30
363,72,28
364,79,21
365,71,29
366,79,21
367,73,27
368,65,35
369,80,20
370,76,24
371,75,25
372,67,33
373,76,24
374,72,28
375,77,23
376,72,28
377,75,25
378,76,24
379,80,20
380,71,29
381,73,27
382,76,24
383,72,28
384,71,29
385,75,25
386,73,27
387,77,23
388,80,20
389,73,27
390,73,27
391,75,25
392,79,21
393,74,26
394,72,28
395,73,27
396,79,21
397,80,20
398,76,24
399,80,20
400,78,22
401,72,28
402,75,25
403,76,24
404,78,22
405,73,27
406,76,24
407,75,25
408,72,28
409,81,19
410,73,27
411,75,25
412,77,23
413,76,24
414,71,29
415,76,24
416,78,22
417,74,26
418,76,24
419,75,25
420,75,25
421,77,23
422,77,23
423,75,25
424,79,21
425,83,17
426,73,27
427,79,21
428,76,24
429,75,25
430,76,24
431,74,26
432,70,30
433,75,25
434,74,26
435,75,25
436,79,21
437,73,27
438,78,22
439,63,37
440,83,17
441,74,26
442,81,19
443,75,25
444,69,31
445,77,23
446,70,30
447,73,27
448,82,18
449,72,28
450,75,25
451,68,32
452,73,27
453,77,23
454,73,27
455,75,25
456,71,29
457,75,25
458,72,28
459,76,24
460,75,25
461,82,18
462,80,20
463,80,20
464,78,22
465,70,30
466,79,21
467,81,19
468,73,27
469,74,26
470,72,28
471,79,21
472,71,29
473,75,25
474,71,29
475,76,24
476,78,22
477,76,24
478,72,28
479,73,27
480,73,27
481,74,26
482,70,30
483,78,22
484,70,30
485,76,24
486,74,26
487,78,22
488,78,22
489,82,18
490,78,22
491,71,29
492,78,22
493,68,32
494,79,21
495,73,27
496,77,23
497,72,28
498,74,26
499,76,24
500,74,26
